,POS,MenuItem,weekday,hour,Qty
23922,RESTAURANT_2,BUFFET LUNCH,Friday,4,105
23923,RESTAURANT_2,BUFFET LUNCH,Friday,9,94
23924,RESTAURANT_2,BUFFET LUNCH,Friday,12,2
23925,RESTAURANT_2,BUFFET LUNCH,Friday,13,124
23926,RESTAURANT_2,BUFFET LUNCH,Friday,14,326
23927,RESTAURANT_2,BUFFET LUNCH,Friday,15,1874
23928,RESTAURANT_2,BUFFET LUNCH,Friday,16,2428
23929,RESTAURANT_2,BUFFET LUNCH,Friday,17,820
23930,RESTAURANT_2,BUFFET LUNCH,Friday,18,310
23931,RESTAURANT_2,BUFFET LUNCH,Friday,19,69
23932,RESTAURANT_2,BUFFET LUNCH,Monday,0,4
23933,RESTAURANT_2,BUFFET LUNCH,Monday,1,148
23934,RESTAURANT_2,BUFFET LUNCH,Monday,2,2
23935,RESTAURANT_2,BUFFET LUNCH,Monday,5,76
23936,RESTAURANT_2,BUFFET LUNCH,Monday,10,71
23937,RESTAURANT_2,BUFFET LUNCH,Monday,11,64
23938,RESTAURANT_2,BUFFET LUNCH,Monday,12,18
23939,RESTAURANT_2,BUFFET LUNCH,Monday,13,137
23940,RESTAURANT_2,BUFFET LUNCH,Monday,14,202
23941,RESTAURANT_2,BUFFET LUNCH,Monday,15,1541
23942,RESTAURANT_2,BUFFET LUNCH,Monday,16,1490
23943,RESTAURANT_2,BUFFET LUNCH,Monday,17,507
23944,RESTAURANT_2,BUFFET LUNCH,Monday,18,214
23945,RESTAURANT_2,BUFFET LUNCH,Monday,19,23
23946,RESTAURANT_2,BUFFET LUNCH,Monday,20,108
23947,RESTAURANT_2,BUFFET LUNCH,Monday,21,80
23948,RESTAURANT_2,BUFFET LUNCH,Monday,22,86
23949,RESTAURANT_2,BUFFET LUNCH,Monday,23,133
23950,RESTAURANT_2,BUFFET LUNCH,Saturday,0,136
23951,RESTAURANT_2,BUFFET LUNCH,Saturday,1,52
23952,RESTAURANT_2,BUFFET LUNCH,Saturday,2,52
23953,RESTAURANT_2,BUFFET LUNCH,Saturday,5,31
23954,RESTAURANT_2,BUFFET LUNCH,Saturday,6,60
23955,RESTAURANT_2,BUFFET LUNCH,Saturday,7,141
23956,RESTAURANT_2,BUFFET LUNCH,Saturday,8,91
23957,RESTAURANT_2,BUFFET LUNCH,Saturday,9,43
23958,RESTAURANT_2,BUFFET LUNCH,Saturday,10,2
23959,RESTAURANT_2,BUFFET LUNCH,Saturday,11,7
23960,RESTAURANT_2,BUFFET LUNCH,Saturday,12,94
23961,RESTAURANT_2,BUFFET LUNCH,Saturday,13,261
23962,RESTAURANT_2,BUFFET LUNCH,Saturday,14,275
23963,RESTAURANT_2,BUFFET LUNCH,Saturday,15,2168
23964,RESTAURANT_2,BUFFET LUNCH,Saturday,16,2116
23965,RESTAURANT_2,BUFFET LUNCH,Saturday,17,506
23966,RESTAURANT_2,BUFFET LUNCH,Saturday,18,225
23967,RESTAURANT_2,BUFFET LUNCH,Saturday,19,62
23968,RESTAURANT_2,BUFFET LUNCH,Saturday,20,117
23969,RESTAURANT_2,BUFFET LUNCH,Saturday,21,81
23970,RESTAURANT_2,BUFFET LUNCH,Saturday,23,71
23971,RESTAURANT_2,BUFFET LUNCH,Sunday,0,92
23972,RESTAURANT_2,BUFFET LUNCH,Sunday,1,1
23973,RESTAURANT_2,BUFFET LUNCH,Sunday,2,63
23974,RESTAURANT_2,BUFFET LUNCH,Sunday,3,64
23975,RESTAURANT_2,BUFFET LUNCH,Sunday,5,70
23976,RESTAURANT_2,BUFFET LUNCH,Sunday,12,27
23977,RESTAURANT_2,BUFFET LUNCH,Sunday,13,178
23978,RESTAURANT_2,BUFFET LUNCH,Sunday,14,119
23979,RESTAURANT_2,BUFFET LUNCH,Sunday,15,2912
23980,RESTAURANT_2,BUFFET LUNCH,Sunday,16,4653
23981,RESTAURANT_2,BUFFET LUNCH,Sunday,17,1320
23982,RESTAURANT_2,BUFFET LUNCH,Sunday,18,315
23983,RESTAURANT_2,BUFFET LUNCH,Sunday,19,159
23984,RESTAURANT_2,BUFFET LUNCH,Sunday,23,177
23985,RESTAURANT_2,BUFFET LUNCH,Thursday,3,38
23986,RESTAURANT_2,BUFFET LUNCH,Thursday,4,73
23987,RESTAURANT_2,BUFFET LUNCH,Thursday,6,116
23988,RESTAURANT_2,BUFFET LUNCH,Thursday,8,54
23989,RESTAURANT_2,BUFFET LUNCH,Thursday,9,40
23990,RESTAURANT_2,BUFFET LUNCH,Thursday,12,16
23991,RESTAURANT_2,BUFFET LUNCH,Thursday,13,124
23992,RESTAURANT_2,BUFFET LUNCH,Thursday,14,224
23993,RESTAURANT_2,BUFFET LUNCH,Thursday,15,2522
23994,RESTAURANT_2,BUFFET LUNCH,Thursday,16,1903
23995,RESTAURANT_2,BUFFET LUNCH,Thursday,17,534
23996,RESTAURANT_2,BUFFET LUNCH,Thursday,18,420
23997,RESTAURANT_2,BUFFET LUNCH,Thursday,19,101
23998,RESTAURANT_2,BUFFET LUNCH,Thursday,20,51
23999,RESTAURANT_2,BUFFET LUNCH,Thursday,22,66
24000,RESTAURANT_2,BUFFET LUNCH,Thursday,23,117
24001,RESTAURANT_2,BUFFET LUNCH,Tuesday,0,5
24002,RESTAURANT_2,BUFFET LUNCH,Tuesday,2,45
24003,RESTAURANT_2,BUFFET LUNCH,Tuesday,3,11
24004,RESTAURANT_2,BUFFET LUNCH,Tuesday,4,43
24005,RESTAURANT_2,BUFFET LUNCH,Tuesday,5,45
24006,RESTAURANT_2,BUFFET LUNCH,Tuesday,6,64
24007,RESTAURANT_2,BUFFET LUNCH,Tuesday,12,77
24008,RESTAURANT_2,BUFFET LUNCH,Tuesday,13,137
24009,RESTAURANT_2,BUFFET LUNCH,Tuesday,14,210
24010,RESTAURANT_2,BUFFET LUNCH,Tuesday,15,3253
24011,RESTAURANT_2,BUFFET LUNCH,Tuesday,16,2922
24012,RESTAURANT_2,BUFFET LUNCH,Tuesday,17,385
24013,RESTAURANT_2,BUFFET LUNCH,Tuesday,18,134
24014,RESTAURANT_2,BUFFET LUNCH,Tuesday,19,62
24015,RESTAURANT_2,BUFFET LUNCH,Tuesday,20,200
24016,RESTAURANT_2,BUFFET LUNCH,Tuesday,21,35
24017,RESTAURANT_2,BUFFET LUNCH,Wednesday,0,1
24018,RESTAURANT_2,BUFFET LUNCH,Wednesday,4,46
24019,RESTAURANT_2,BUFFET LUNCH,Wednesday,5,29
24020,RESTAURANT_2,BUFFET LUNCH,Wednesday,6,122
24021,RESTAURANT_2,BUFFET LUNCH,Wednesday,7,1
24022,RESTAURANT_2,BUFFET LUNCH,Wednesday,8,159
24023,RESTAURANT_2,BUFFET LUNCH,Wednesday,10,76
24024,RESTAURANT_2,BUFFET LUNCH,Wednesday,11,60
24025,RESTAURANT_2,BUFFET LUNCH,Wednesday,12,20
24026,RESTAURANT_2,BUFFET LUNCH,Wednesday,13,92
24027,RESTAURANT_2,BUFFET LUNCH,Wednesday,14,229
24028,RESTAURANT_2,BUFFET LUNCH,Wednesday,15,3043
24029,RESTAURANT_2,BUFFET LUNCH,Wednesday,16,2032
24030,RESTAURANT_2,BUFFET LUNCH,Wednesday,17,1090
24031,RESTAURANT_2,BUFFET LUNCH,Wednesday,18,295
24032,RESTAURANT_2,BUFFET LUNCH,Wednesday,19,257
24033,RESTAURANT_2,BUFFET LUNCH,Wednesday,20,193
24034,RESTAURANT_2,BUFFET LUNCH,Wednesday,23,65
24035,RESTAURANT_2,BUTTER CHICKEN,Friday,0,174
24036,RESTAURANT_2,BUTTER CHICKEN,Friday,1,149
24037,RESTAURANT_2,BUTTER CHICKEN,Friday,2,65
24038,RESTAURANT_2,BUTTER CHICKEN,Friday,3,38
24039,RESTAURANT_2,BUTTER CHICKEN,Friday,4,15
24040,RESTAURANT_2,BUTTER CHICKEN,Friday,5,9
24041,RESTAURANT_2,BUTTER CHICKEN,Friday,6,4
24042,RESTAURANT_2,BUTTER CHICKEN,Friday,7,5
24043,RESTAURANT_2,BUTTER CHICKEN,Friday,8,7
24044,RESTAURANT_2,BUTTER CHICKEN,Friday,9,5
24045,RESTAURANT_2,BUTTER CHICKEN,Friday,10,9
24046,RESTAURANT_2,BUTTER CHICKEN,Friday,11,6
24047,RESTAURANT_2,BUTTER CHICKEN,Friday,12,13
24048,RESTAURANT_2,BUTTER CHICKEN,Friday,13,16
24049,RESTAURANT_2,BUTTER CHICKEN,Friday,14,94
24050,RESTAURANT_2,BUTTER CHICKEN,Friday,15,132
24051,RESTAURANT_2,BUTTER CHICKEN,Friday,16,68
24052,RESTAURANT_2,BUTTER CHICKEN,Friday,17,37
24053,RESTAURANT_2,BUTTER CHICKEN,Friday,18,47
24054,RESTAURANT_2,BUTTER CHICKEN,Friday,19,74
24055,RESTAURANT_2,BUTTER CHICKEN,Friday,20,139
24056,RESTAURANT_2,BUTTER CHICKEN,Friday,21,203
24057,RESTAURANT_2,BUTTER CHICKEN,Friday,22,188
24058,RESTAURANT_2,BUTTER CHICKEN,Friday,23,172
24059,RESTAURANT_2,BUTTER CHICKEN,Monday,0,148
24060,RESTAURANT_2,BUTTER CHICKEN,Monday,1,150
24061,RESTAURANT_2,BUTTER CHICKEN,Monday,2,70
24062,RESTAURANT_2,BUTTER CHICKEN,Monday,3,40
24063,RESTAURANT_2,BUTTER CHICKEN,Monday,4,41
24064,RESTAURANT_2,BUTTER CHICKEN,Monday,5,20
24065,RESTAURANT_2,BUTTER CHICKEN,Monday,6,10
24066,RESTAURANT_2,BUTTER CHICKEN,Monday,7,5
24067,RESTAURANT_2,BUTTER CHICKEN,Monday,8,10
24068,RESTAURANT_2,BUTTER CHICKEN,Monday,9,8
24069,RESTAURANT_2,BUTTER CHICKEN,Monday,10,4
24070,RESTAURANT_2,BUTTER CHICKEN,Monday,11,17
24071,RESTAURANT_2,BUTTER CHICKEN,Monday,12,13
24072,RESTAURANT_2,BUTTER CHICKEN,Monday,13,56
24073,RESTAURANT_2,BUTTER CHICKEN,Monday,14,109
24074,RESTAURANT_2,BUTTER CHICKEN,Monday,15,99
24075,RESTAURANT_2,BUTTER CHICKEN,Monday,16,58
24076,RESTAURANT_2,BUTTER CHICKEN,Monday,17,50
24077,RESTAURANT_2,BUTTER CHICKEN,Monday,18,33
24078,RESTAURANT_2,BUTTER CHICKEN,Monday,19,58
24079,RESTAURANT_2,BUTTER CHICKEN,Monday,20,98
24080,RESTAURANT_2,BUTTER CHICKEN,Monday,21,186
24081,RESTAURANT_2,BUTTER CHICKEN,Monday,22,161
24082,RESTAURANT_2,BUTTER CHICKEN,Monday,23,153
24083,RESTAURANT_2,BUTTER CHICKEN,Saturday,0,146
24084,RESTAURANT_2,BUTTER CHICKEN,Saturday,1,180
24085,RESTAURANT_2,BUTTER CHICKEN,Saturday,2,70
24086,RESTAURANT_2,BUTTER CHICKEN,Saturday,3,33
24087,RESTAURANT_2,BUTTER CHICKEN,Saturday,4,29
24088,RESTAURANT_2,BUTTER CHICKEN,Saturday,5,9
24089,RESTAURANT_2,BUTTER CHICKEN,Saturday,6,17
24090,RESTAURANT_2,BUTTER CHICKEN,Saturday,7,15
24091,RESTAURANT_2,BUTTER CHICKEN,Saturday,8,11
24092,RESTAURANT_2,BUTTER CHICKEN,Saturday,9,12
24093,RESTAURANT_2,BUTTER CHICKEN,Saturday,10,11
24094,RESTAURANT_2,BUTTER CHICKEN,Saturday,11,5
24095,RESTAURANT_2,BUTTER CHICKEN,Saturday,12,18
24096,RESTAURANT_2,BUTTER CHICKEN,Saturday,13,86
24097,RESTAURANT_2,BUTTER CHICKEN,Saturday,14,128
24098,RESTAURANT_2,BUTTER CHICKEN,Saturday,15,120
24099,RESTAURANT_2,BUTTER CHICKEN,Saturday,16,101
24100,RESTAURANT_2,BUTTER CHICKEN,Saturday,17,64
24101,RESTAURANT_2,BUTTER CHICKEN,Saturday,18,52
24102,RESTAURANT_2,BUTTER CHICKEN,Saturday,19,70
24103,RESTAURANT_2,BUTTER CHICKEN,Saturday,20,149
24104,RESTAURANT_2,BUTTER CHICKEN,Saturday,21,186
24105,RESTAURANT_2,BUTTER CHICKEN,Saturday,22,179
24106,RESTAURANT_2,BUTTER CHICKEN,Saturday,23,182
24107,RESTAURANT_2,BUTTER CHICKEN,Sunday,0,187
24108,RESTAURANT_2,BUTTER CHICKEN,Sunday,1,211
24109,RESTAURANT_2,BUTTER CHICKEN,Sunday,2,140
24110,RESTAURANT_2,BUTTER CHICKEN,Sunday,3,47
24111,RESTAURANT_2,BUTTER CHICKEN,Sunday,4,32
24112,RESTAURANT_2,BUTTER CHICKEN,Sunday,5,27
24113,RESTAURANT_2,BUTTER CHICKEN,Sunday,6,19
24114,RESTAURANT_2,BUTTER CHICKEN,Sunday,7,18
24115,RESTAURANT_2,BUTTER CHICKEN,Sunday,8,6
24116,RESTAURANT_2,BUTTER CHICKEN,Sunday,9,4
24117,RESTAURANT_2,BUTTER CHICKEN,Sunday,10,9
24118,RESTAURANT_2,BUTTER CHICKEN,Sunday,11,10
24119,RESTAURANT_2,BUTTER CHICKEN,Sunday,12,41
24120,RESTAURANT_2,BUTTER CHICKEN,Sunday,13,114
24121,RESTAURANT_2,BUTTER CHICKEN,Sunday,14,161
24122,RESTAURANT_2,BUTTER CHICKEN,Sunday,15,288
24123,RESTAURANT_2,BUTTER CHICKEN,Sunday,16,466
24124,RESTAURANT_2,BUTTER CHICKEN,Sunday,17,81
24125,RESTAURANT_2,BUTTER CHICKEN,Sunday,18,52
24126,RESTAURANT_2,BUTTER CHICKEN,Sunday,19,79
24127,RESTAURANT_2,BUTTER CHICKEN,Sunday,20,197
24128,RESTAURANT_2,BUTTER CHICKEN,Sunday,21,223
24129,RESTAURANT_2,BUTTER CHICKEN,Sunday,22,203
24130,RESTAURANT_2,BUTTER CHICKEN,Sunday,23,171
24131,RESTAURANT_2,BUTTER CHICKEN,Thursday,0,138
24132,RESTAURANT_2,BUTTER CHICKEN,Thursday,1,133
24133,RESTAURANT_2,BUTTER CHICKEN,Thursday,2,63
24134,RESTAURANT_2,BUTTER CHICKEN,Thursday,3,30
24135,RESTAURANT_2,BUTTER CHICKEN,Thursday,4,27
24136,RESTAURANT_2,BUTTER CHICKEN,Thursday,5,17
24137,RESTAURANT_2,BUTTER CHICKEN,Thursday,6,7
24138,RESTAURANT_2,BUTTER CHICKEN,Thursday,7,13
24139,RESTAURANT_2,BUTTER CHICKEN,Thursday,8,7
24140,RESTAURANT_2,BUTTER CHICKEN,Thursday,9,5
24141,RESTAURANT_2,BUTTER CHICKEN,Thursday,10,4
24142,RESTAURANT_2,BUTTER CHICKEN,Thursday,11,1
24143,RESTAURANT_2,BUTTER CHICKEN,Thursday,12,17
24144,RESTAURANT_2,BUTTER CHICKEN,Thursday,13,48
24145,RESTAURANT_2,BUTTER CHICKEN,Thursday,14,104
24146,RESTAURANT_2,BUTTER CHICKEN,Thursday,15,90
24147,RESTAURANT_2,BUTTER CHICKEN,Thursday,16,63
24148,RESTAURANT_2,BUTTER CHICKEN,Thursday,17,50
24149,RESTAURANT_2,BUTTER CHICKEN,Thursday,18,39
24150,RESTAURANT_2,BUTTER CHICKEN,Thursday,19,67
24151,RESTAURANT_2,BUTTER CHICKEN,Thursday,20,163
24152,RESTAURANT_2,BUTTER CHICKEN,Thursday,21,158
24153,RESTAURANT_2,BUTTER CHICKEN,Thursday,22,170
24154,RESTAURANT_2,BUTTER CHICKEN,Thursday,23,155
24155,RESTAURANT_2,BUTTER CHICKEN,Tuesday,0,168
24156,RESTAURANT_2,BUTTER CHICKEN,Tuesday,1,136
24157,RESTAURANT_2,BUTTER CHICKEN,Tuesday,2,43
24158,RESTAURANT_2,BUTTER CHICKEN,Tuesday,3,24
24159,RESTAURANT_2,BUTTER CHICKEN,Tuesday,4,11
24160,RESTAURANT_2,BUTTER CHICKEN,Tuesday,5,6
24161,RESTAURANT_2,BUTTER CHICKEN,Tuesday,6,7
24162,RESTAURANT_2,BUTTER CHICKEN,Tuesday,7,7
24163,RESTAURANT_2,BUTTER CHICKEN,Tuesday,8,4
24164,RESTAURANT_2,BUTTER CHICKEN,Tuesday,9,6
24165,RESTAURANT_2,BUTTER CHICKEN,Tuesday,10,7
24166,RESTAURANT_2,BUTTER CHICKEN,Tuesday,11,8
24167,RESTAURANT_2,BUTTER CHICKEN,Tuesday,12,24
24168,RESTAURANT_2,BUTTER CHICKEN,Tuesday,13,66
24169,RESTAURANT_2,BUTTER CHICKEN,Tuesday,14,111
24170,RESTAURANT_2,BUTTER CHICKEN,Tuesday,15,110
24171,RESTAURANT_2,BUTTER CHICKEN,Tuesday,16,59
24172,RESTAURANT_2,BUTTER CHICKEN,Tuesday,17,55
24173,RESTAURANT_2,BUTTER CHICKEN,Tuesday,18,36
24174,RESTAURANT_2,BUTTER CHICKEN,Tuesday,19,74
24175,RESTAURANT_2,BUTTER CHICKEN,Tuesday,20,135
24176,RESTAURANT_2,BUTTER CHICKEN,Tuesday,21,155
24177,RESTAURANT_2,BUTTER CHICKEN,Tuesday,22,186
24178,RESTAURANT_2,BUTTER CHICKEN,Tuesday,23,151
24179,RESTAURANT_2,BUTTER CHICKEN,Wednesday,0,151
24180,RESTAURANT_2,BUTTER CHICKEN,Wednesday,1,149
24181,RESTAURANT_2,BUTTER CHICKEN,Wednesday,2,56
24182,RESTAURANT_2,BUTTER CHICKEN,Wednesday,3,24
24183,RESTAURANT_2,BUTTER CHICKEN,Wednesday,4,14
24184,RESTAURANT_2,BUTTER CHICKEN,Wednesday,5,16
24185,RESTAURANT_2,BUTTER CHICKEN,Wednesday,6,5
24186,RESTAURANT_2,BUTTER CHICKEN,Wednesday,7,7
24187,RESTAURANT_2,BUTTER CHICKEN,Wednesday,8,12
24188,RESTAURANT_2,BUTTER CHICKEN,Wednesday,9,8
24189,RESTAURANT_2,BUTTER CHICKEN,Wednesday,10,6
24190,RESTAURANT_2,BUTTER CHICKEN,Wednesday,11,9
24191,RESTAURANT_2,BUTTER CHICKEN,Wednesday,12,32
24192,RESTAURANT_2,BUTTER CHICKEN,Wednesday,13,66
24193,RESTAURANT_2,BUTTER CHICKEN,Wednesday,14,96
24194,RESTAURANT_2,BUTTER CHICKEN,Wednesday,15,112
24195,RESTAURANT_2,BUTTER CHICKEN,Wednesday,16,99
24196,RESTAURANT_2,BUTTER CHICKEN,Wednesday,17,46
24197,RESTAURANT_2,BUTTER CHICKEN,Wednesday,18,32
24198,RESTAURANT_2,BUTTER CHICKEN,Wednesday,19,70
24199,RESTAURANT_2,BUTTER CHICKEN,Wednesday,20,147
24200,RESTAURANT_2,BUTTER CHICKEN,Wednesday,21,177
24201,RESTAURANT_2,BUTTER CHICKEN,Wednesday,22,197
24202,RESTAURANT_2,BUTTER CHICKEN,Wednesday,23,142
24521,RESTAURANT_2,CHICKEN 65,Friday,0,17
24522,RESTAURANT_2,CHICKEN 65,Friday,1,14
24523,RESTAURANT_2,CHICKEN 65,Friday,2,8
24524,RESTAURANT_2,CHICKEN 65,Friday,3,2
24525,RESTAURANT_2,CHICKEN 65,Friday,5,1
24526,RESTAURANT_2,CHICKEN 65,Friday,6,2
24527,RESTAURANT_2,CHICKEN 65,Friday,7,2
24528,RESTAURANT_2,CHICKEN 65,Friday,9,2
24529,RESTAURANT_2,CHICKEN 65,Friday,10,1
24530,RESTAURANT_2,CHICKEN 65,Friday,12,1
24531,RESTAURANT_2,CHICKEN 65,Friday,13,4
24532,RESTAURANT_2,CHICKEN 65,Friday,14,26
24533,RESTAURANT_2,CHICKEN 65,Friday,15,38
24534,RESTAURANT_2,CHICKEN 65,Friday,16,21
24535,RESTAURANT_2,CHICKEN 65,Friday,17,13
24536,RESTAURANT_2,CHICKEN 65,Friday,18,12
24537,RESTAURANT_2,CHICKEN 65,Friday,19,22
24538,RESTAURANT_2,CHICKEN 65,Friday,20,44
24539,RESTAURANT_2,CHICKEN 65,Friday,21,39
24540,RESTAURANT_2,CHICKEN 65,Friday,22,43
24541,RESTAURANT_2,CHICKEN 65,Friday,23,35
24542,RESTAURANT_2,CHICKEN 65,Monday,0,32
24543,RESTAURANT_2,CHICKEN 65,Monday,1,10
24544,RESTAURANT_2,CHICKEN 65,Monday,2,10
24545,RESTAURANT_2,CHICKEN 65,Monday,3,4
24546,RESTAURANT_2,CHICKEN 65,Monday,4,2
24547,RESTAURANT_2,CHICKEN 65,Monday,5,1
24548,RESTAURANT_2,CHICKEN 65,Monday,6,2
24549,RESTAURANT_2,CHICKEN 65,Monday,7,3
24550,RESTAURANT_2,CHICKEN 65,Monday,8,3
24551,RESTAURANT_2,CHICKEN 65,Monday,9,1
24552,RESTAURANT_2,CHICKEN 65,Monday,10,3
24553,RESTAURANT_2,CHICKEN 65,Monday,11,2
24554,RESTAURANT_2,CHICKEN 65,Monday,12,3
24555,RESTAURANT_2,CHICKEN 65,Monday,13,17
24556,RESTAURANT_2,CHICKEN 65,Monday,14,19
24557,RESTAURANT_2,CHICKEN 65,Monday,15,16
24558,RESTAURANT_2,CHICKEN 65,Monday,16,5
24559,RESTAURANT_2,CHICKEN 65,Monday,17,9
24560,RESTAURANT_2,CHICKEN 65,Monday,18,8
24561,RESTAURANT_2,CHICKEN 65,Monday,19,16
24562,RESTAURANT_2,CHICKEN 65,Monday,20,35
24563,RESTAURANT_2,CHICKEN 65,Monday,21,34
24564,RESTAURANT_2,CHICKEN 65,Monday,22,40
24565,RESTAURANT_2,CHICKEN 65,Monday,23,23
24566,RESTAURANT_2,CHICKEN 65,Saturday,0,20
24567,RESTAURANT_2,CHICKEN 65,Saturday,1,11
24568,RESTAURANT_2,CHICKEN 65,Saturday,2,7
24569,RESTAURANT_2,CHICKEN 65,Saturday,3,3
24570,RESTAURANT_2,CHICKEN 65,Saturday,4,4
24571,RESTAURANT_2,CHICKEN 65,Saturday,5,1
24572,RESTAURANT_2,CHICKEN 65,Saturday,6,2
24573,RESTAURANT_2,CHICKEN 65,Saturday,7,3
24574,RESTAURANT_2,CHICKEN 65,Saturday,8,1
24575,RESTAURANT_2,CHICKEN 65,Saturday,9,6
24576,RESTAURANT_2,CHICKEN 65,Saturday,11,6
24577,RESTAURANT_2,CHICKEN 65,Saturday,12,9
24578,RESTAURANT_2,CHICKEN 65,Saturday,13,15
24579,RESTAURANT_2,CHICKEN 65,Saturday,14,36
24580,RESTAURANT_2,CHICKEN 65,Saturday,15,36
24581,RESTAURANT_2,CHICKEN 65,Saturday,16,25
24582,RESTAURANT_2,CHICKEN 65,Saturday,17,11
24583,RESTAURANT_2,CHICKEN 65,Saturday,18,15
24584,RESTAURANT_2,CHICKEN 65,Saturday,19,29
24585,RESTAURANT_2,CHICKEN 65,Saturday,20,36
24586,RESTAURANT_2,CHICKEN 65,Saturday,21,38
24587,RESTAURANT_2,CHICKEN 65,Saturday,22,30
24588,RESTAURANT_2,CHICKEN 65,Saturday,23,42
24589,RESTAURANT_2,CHICKEN 65,Sunday,0,25
24590,RESTAURANT_2,CHICKEN 65,Sunday,1,14
24591,RESTAURANT_2,CHICKEN 65,Sunday,2,7
24592,RESTAURANT_2,CHICKEN 65,Sunday,3,2
24593,RESTAURANT_2,CHICKEN 65,Sunday,4,5
24594,RESTAURANT_2,CHICKEN 65,Sunday,5,3
24595,RESTAURANT_2,CHICKEN 65,Sunday,6,1
24596,RESTAURANT_2,CHICKEN 65,Sunday,7,3
24597,RESTAURANT_2,CHICKEN 65,Sunday,8,2
24598,RESTAURANT_2,CHICKEN 65,Sunday,9,1
24599,RESTAURANT_2,CHICKEN 65,Sunday,10,1
24600,RESTAURANT_2,CHICKEN 65,Sunday,11,1
24601,RESTAURANT_2,CHICKEN 65,Sunday,12,5
24602,RESTAURANT_2,CHICKEN 65,Sunday,13,32
24603,RESTAURANT_2,CHICKEN 65,Sunday,14,57
24604,RESTAURANT_2,CHICKEN 65,Sunday,15,60
24605,RESTAURANT_2,CHICKEN 65,Sunday,16,105
24606,RESTAURANT_2,CHICKEN 65,Sunday,17,29
24607,RESTAURANT_2,CHICKEN 65,Sunday,18,13
24608,RESTAURANT_2,CHICKEN 65,Sunday,19,25
24609,RESTAURANT_2,CHICKEN 65,Sunday,20,41
24610,RESTAURANT_2,CHICKEN 65,Sunday,21,59
24611,RESTAURANT_2,CHICKEN 65,Sunday,22,47
24612,RESTAURANT_2,CHICKEN 65,Sunday,23,27
24613,RESTAURANT_2,CHICKEN 65,Thursday,0,21
24614,RESTAURANT_2,CHICKEN 65,Thursday,1,7
24615,RESTAURANT_2,CHICKEN 65,Thursday,2,7
24616,RESTAURANT_2,CHICKEN 65,Thursday,3,4
24617,RESTAURANT_2,CHICKEN 65,Thursday,4,4
24618,RESTAURANT_2,CHICKEN 65,Thursday,5,5
24619,RESTAURANT_2,CHICKEN 65,Thursday,6,2
24620,RESTAURANT_2,CHICKEN 65,Thursday,7,1
24621,RESTAURANT_2,CHICKEN 65,Thursday,9,1
24622,RESTAURANT_2,CHICKEN 65,Thursday,10,1
24623,RESTAURANT_2,CHICKEN 65,Thursday,12,3
24624,RESTAURANT_2,CHICKEN 65,Thursday,13,11
24625,RESTAURANT_2,CHICKEN 65,Thursday,14,24
24626,RESTAURANT_2,CHICKEN 65,Thursday,15,20
24627,RESTAURANT_2,CHICKEN 65,Thursday,16,26
24628,RESTAURANT_2,CHICKEN 65,Thursday,17,10
24629,RESTAURANT_2,CHICKEN 65,Thursday,18,11
24630,RESTAURANT_2,CHICKEN 65,Thursday,19,13
24631,RESTAURANT_2,CHICKEN 65,Thursday,20,34
24632,RESTAURANT_2,CHICKEN 65,Thursday,21,44
24633,RESTAURANT_2,CHICKEN 65,Thursday,22,43
24634,RESTAURANT_2,CHICKEN 65,Thursday,23,24
24635,RESTAURANT_2,CHICKEN 65,Tuesday,0,14
24636,RESTAURANT_2,CHICKEN 65,Tuesday,1,11
24637,RESTAURANT_2,CHICKEN 65,Tuesday,2,1
24638,RESTAURANT_2,CHICKEN 65,Tuesday,3,1
24639,RESTAURANT_2,CHICKEN 65,Tuesday,4,2
24640,RESTAURANT_2,CHICKEN 65,Tuesday,6,2
24641,RESTAURANT_2,CHICKEN 65,Tuesday,8,2
24642,RESTAURANT_2,CHICKEN 65,Tuesday,11,4
24643,RESTAURANT_2,CHICKEN 65,Tuesday,12,3
24644,RESTAURANT_2,CHICKEN 65,Tuesday,13,13
24645,RESTAURANT_2,CHICKEN 65,Tuesday,14,24
24646,RESTAURANT_2,CHICKEN 65,Tuesday,15,19
24647,RESTAURANT_2,CHICKEN 65,Tuesday,16,17
24648,RESTAURANT_2,CHICKEN 65,Tuesday,17,12
24649,RESTAURANT_2,CHICKEN 65,Tuesday,18,12
24650,RESTAURANT_2,CHICKEN 65,Tuesday,19,20
24651,RESTAURANT_2,CHICKEN 65,Tuesday,20,41
24652,RESTAURANT_2,CHICKEN 65,Tuesday,21,54
24653,RESTAURANT_2,CHICKEN 65,Tuesday,22,46
24654,RESTAURANT_2,CHICKEN 65,Tuesday,23,32
24655,RESTAURANT_2,CHICKEN 65,Wednesday,0,22
24656,RESTAURANT_2,CHICKEN 65,Wednesday,1,16
24657,RESTAURANT_2,CHICKEN 65,Wednesday,2,3
24658,RESTAURANT_2,CHICKEN 65,Wednesday,3,3
24659,RESTAURANT_2,CHICKEN 65,Wednesday,4,3
24660,RESTAURANT_2,CHICKEN 65,Wednesday,5,3
24661,RESTAURANT_2,CHICKEN 65,Wednesday,6,2
24662,RESTAURANT_2,CHICKEN 65,Wednesday,7,3
24663,RESTAURANT_2,CHICKEN 65,Wednesday,8,1
24664,RESTAURANT_2,CHICKEN 65,Wednesday,9,1
24665,RESTAURANT_2,CHICKEN 65,Wednesday,10,1
24666,RESTAURANT_2,CHICKEN 65,Wednesday,11,1
